image_path,ground_truth,predicted_class,segmented_image,mask,structural_assessment
hurricane_dataset/no_damage/-95.283506_29.610359999999996.jpeg,no_damage,no_damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_182257.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_182257.png,"Based on the DINOv2's prediction of no_damage, it is likely that the segmented building in the image is intact. The model has analyzed the image and determined that there is no visible damage to the building"
hurricane_dataset/damage/-95.153612_30.021696999999996.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_182257.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_182257.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the image shows visible signs of structural damage, such as cracks, debris, and possible"
hurricane_dataset/damage/-95.632386_29.84732.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_182257.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_182257.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the image shows visible signs of structural damage, such as cracks, debris, and possible"
hurricane_dataset/damage/-96.916116_28.745404999999998.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-96_segmented_20260603_182257.png,./outputs/hurricane_v1/images/masks/-96_mask_20260603_182257.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the building's roof is visibly torn and the walls are also showing signs of damage. The presence"
hurricane_dataset/no_damage/-95.631831_29.849646999999997.jpeg,no_damage,no_damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_182258.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_182258.png,"Based on the DINOv2's prediction of no_damage, it is likely that the segmented building in the image is intact. The model has analyzed the image and determined that there is no visible damage to the building"
hurricane_dataset/damage/-95.222261_30.014421000000002.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_182258.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_182258.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the image shows visible signs of structural damage, such as cracks, debris, and possible"
hurricane_dataset/damage/-95.565844_29.75491.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_182258.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_182258.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the image shows visible signs of structural damage, such as cracks, debris, and possible"
hurricane_dataset/no_damage/-95.639716_29.774115999999996.jpeg,no_damage,no_damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_182420.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_182420.png,"Based on the DINOv2's prediction of no_damage, it is likely that the segmented building in the image is intact. The model has analyzed the image and determined that there is no visible damage to the building"
hurricane_dataset/no_damage/-95.484255_30.021665999999996.jpeg,no_damage,no_damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_182420.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_182420.png,"Based on the DINOv2's prediction of no_damage, it is likely that the segmented building in the image is intact. The model has analyzed the image and determined that there is no visible damage to the building"
hurricane_dataset/damage/-96.874309_28.372196000000002.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-96_segmented_20260603_182420.png,./outputs/hurricane_v1/images/masks/-96_mask_20260603_182420.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the building's roof is visibly torn and the walls are also showing signs of damage. The presence"
hurricane_dataset/no_damage/-95.250288_30.022644.jpeg,no_damage,no_damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_182420.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_182420.png,"Based on the DINOv2's prediction of no_damage, it is likely that the segmented building in the image is intact. The model has analyzed the image and determined that there is no visible damage to the building"
hurricane_dataset/no_damage/-95.626008_29.77582.jpeg,no_damage,damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_182420.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_182420.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the image shows visible signs of structural damage, such as cracks, debris, and possible"
hurricane_dataset/damage/-95.627319_29.861279999999997.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_182421.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_182421.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the building's roof is visibly torn and the walls are also showing signs of damage. The presence"
hurricane_dataset/no_damage/-95.641591_29.836254999999998.jpeg,no_damage,no_damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_182421.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_182421.png,"Based on the DINOv2's prediction of no_damage, it is likely that the segmented building in the image is intact. The model has analyzed the image and determined that there is no visible damage to the building"
hurricane_dataset/damage/-95.630154_29.828718.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_182421.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_182421.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the building's roof is visibly torn and the walls are also showing signs of damage. The presence"
hurricane_dataset/damage/-95.53628_29.749923.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_182421.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_182421.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the building's roof is visibly torn and the walls are also showing signs of damage. The presence"
hurricane_dataset/damage/-95.61224_29.763284999999996.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_182421.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_182421.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the building's roof is visibly torn and the walls are also showing signs of damage. The presence"
hurricane_dataset/no_damage/-95.27784399999999_29.609043.jpeg,no_damage,no_damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_182421.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_182421.png,"Based on the DINOv2's prediction of no_damage, it is likely that the segmented building in the image is intact. The model has analyzed the image and determined that there is no visible damage to the building"
hurricane_dataset/damage/-95.364239_30.034607.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_182422.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_182422.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the building's roof is visibly torn and the walls are also showing signs of damage. The presence"
hurricane_dataset/no_damage/-95.646046_29.836639.jpeg,no_damage,no_damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_182422.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_182422.png,"Based on the DINOv2's prediction of no_damage, it is likely that the segmented building in the image is intact. The model has analyzed the image and determined that there is no visible damage to the building"
hurricane_dataset/no_damage/-95.63024300000001_29.848728.jpeg,no_damage,damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_182422.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_182422.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the building's roof is visibly torn and the walls are also showing signs of damage. The presence"
hurricane_dataset/damage/-95.53972900000001_29.749478999999997.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_182422.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_182422.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the building's roof is visibly torn and the walls are also showing signs of damage. The presence"
hurricane_dataset/no_damage/-95.638173_29.844465999999997.jpeg,no_damage,no_damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_182422.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_182422.png,"Based on the DINOv2's prediction of no_damage, it is likely that the segmented building in the image is intact. The model has analyzed the image and determined that there is no visible damage to the building"
hurricane_dataset/damage/-95.254324_29.603047999999998.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_182423.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_182423.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the building's roof is visibly torn and the walls are also showing signs of damage. The presence"
hurricane_dataset/damage/-93.795716_30.131161.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-93_segmented_20260603_182423.png,./outputs/hurricane_v1/images/masks/-93_mask_20260603_182423.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the image shows visible signs of structural damage, such as cracks, deformations, and possible"
hurricane_dataset/damage/-96.95794599999999_28.677138.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-96_segmented_20260603_182423.png,./outputs/hurricane_v1/images/masks/-96_mask_20260603_182423.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the image shows visible signs of structural damage, such as cracks, deformations, and possible"
hurricane_dataset/damage/-93.969054_30.070025.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-93_segmented_20260603_182423.png,./outputs/hurricane_v1/images/masks/-93_mask_20260603_182423.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the image shows visible signs of structural damage, such as cracks, deformations, and possible"
hurricane_dataset/damage/-95.603287_29.763338.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_182423.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_182423.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the building's roof is visibly torn and the walls are also showing signs of damage. The presence"
hurricane_dataset/damage/-95.158247_29.496399.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_182423.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_182423.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the building's roof is visibly torn and the walls are also showing signs of damage. The presence"
hurricane_dataset/damage/-93.97586700000001_29.901875.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-93_segmented_20260603_182424.png,./outputs/hurricane_v1/images/masks/-93_mask_20260603_182424.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the building's roof is visibly torn and the walls are also showing signs of damage. The presence"
hurricane_dataset/no_damage/-95.643284_29.862091999999997.jpeg,no_damage,no_damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_182424.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_182424.png,"Based on the DINOv2's prediction of no_damage, it is likely that the segmented building in the image is intact. The model has analyzed the image and determined that there is no visible damage to the building"
hurricane_dataset/no_damage/-95.649284_29.838665999999996.jpeg,no_damage,no_damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_182424.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_182424.png,"Based on the DINOv2's prediction of no_damage, it is likely that the segmented building in the image is intact. The model has analyzed the image and determined that there is no visible damage to the building"
hurricane_dataset/damage/-95.176959_30.036103999999998.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_182424.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_182424.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the image shows visible signs of structural damage, such as cracks, debris, and possible"
hurricane_dataset/damage/-95.598555_29.763825.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_182424.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_182424.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the image shows visible signs of structural damage, such as cracks, debris, and possible"
hurricane_dataset/no_damage/-95.668172_29.817819.jpeg,no_damage,damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_182425.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_182425.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the image shows visible signs of structural damage, such as cracks, debris, and possible"
hurricane_dataset/damage/-96.85990799999999_28.42495.jpeg,damage,no_damage,./outputs/hurricane_v1/images/segmented/-96_segmented_20260603_182425.png,./outputs/hurricane_v1/images/masks/-96_mask_20260603_182425.png,"Based on the DINOv2's prediction of no_damage, it is likely that the segmented building in the image is intact. The model has analyzed the image and determined that there is no visible damage to the building"
hurricane_dataset/damage/-95.630688_29.844915000000004.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_182425.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_182425.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the image shows visible signs of structural damage, such as cracks, debris, and possible"
hurricane_dataset/no_damage/-95.630178_29.861271000000002.jpeg,no_damage,no_damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_182425.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_182425.png,"Based on the DINOv2's prediction of no_damage, it is likely that the segmented building in the image is intact. The model has analyzed the image and determined that there is no visible damage to the building"
hurricane_dataset/damage/-95.571433_29.760659999999998.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_182425.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_182425.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the image shows visible signs of structural damage, such as cracks, debris, and possible"
hurricane_dataset/no_damage/-95.635988_29.862057.jpeg,no_damage,no_damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_182546.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_182546.png,"Based on the DINOv2's prediction of no_damage, it is likely that the segmented building in the image is intact. The model has analyzed the image and determined that there is no visible damage to the building"
hurricane_dataset/no_damage/-95.628312_29.858186.jpeg,no_damage,no_damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_182546.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_182546.png,"Based on the DINOv2's prediction of no_damage, it is likely that the segmented building in the image is intact. The model has analyzed the image and determined that there is no visible damage to the building"
hurricane_dataset/damage/-95.32670300000001_29.594711.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_182546.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_182546.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the building's roof is visibly torn and the walls are also showing signs of damage. The presence"
hurricane_dataset/damage/-95.165615_29.430496999999995.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_182546.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_182546.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the building's roof is visibly torn and the walls are also showing signs of damage. The presence"
hurricane_dataset/damage/-96.993875_28.829739.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-96_segmented_20260603_182547.png,./outputs/hurricane_v1/images/masks/-96_mask_20260603_182547.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the roof of the building is visibly torn and the walls show signs of structural damage. Additionally,"
hurricane_dataset/damage/-93.599611_30.668616999999998.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-93_segmented_20260603_182547.png,./outputs/hurricane_v1/images/masks/-93_mask_20260603_182547.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the image shows visible signs of structural damage, such as cracks, debris, and possible"
hurricane_dataset/no_damage/-95.628188_29.767359000000003.jpeg,no_damage,no_damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_182547.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_182547.png,"Based on the DINOv2's prediction, the segmented building appears to be intact. The model has analyzed the image and concluded that there is no damage to the building. This conclusion is based on the fact that the building"
hurricane_dataset/no_damage/-95.630924_29.855085.jpeg,no_damage,no_damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_182547.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_182547.png,"Based on the DINOv2's prediction, the segmented building appears to be intact. The model has analyzed the image and concluded that there is no damage to the building. This conclusion is based on the fact that the building"
hurricane_dataset/damage/-96.96583199999999_28.48358.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-96_segmented_20260603_182547.png,./outputs/hurricane_v1/images/masks/-96_mask_20260603_182547.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the roof of the building is visibly torn and the walls show signs of structural damage. Additionally,"
hurricane_dataset/no_damage/-95.65986_29.954339.jpeg,no_damage,damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_182547.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_182547.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the building's roof is visibly torn and the walls are also showing signs of damage. The presence"
hurricane_dataset/no_damage/-95.626851_29.857490000000002.jpeg,no_damage,no_damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_182548.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_182548.png,"Based on the DINOv2's prediction of no_damage, it is likely that the segmented building in the image is intact. The model has analyzed the image and determined that there is no visible damage to the building"
hurricane_dataset/no_damage/-95.176884_30.032226.jpeg,no_damage,no_damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_182548.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_182548.png,"Based on the DINOv2's prediction of no_damage, it is likely that the segmented building in the image is intact. The model has analyzed the image and determined that there is no visible damage to the building"
hurricane_dataset/damage/-95.648096_29.94908.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_182548.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_182548.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the image shows visible signs of structural damage, such as cracks, debris, and possible"
hurricane_dataset/no_damage/-95.641674_29.841607.jpeg,no_damage,no_damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_182548.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_182548.png,"Based on the DINOv2's prediction of no_damage, it is likely that the segmented building in the image is intact. The model has analyzed the image and determined that there is no visible damage to the building"
hurricane_dataset/damage/-95.66986999999999_29.829999.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_182548.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_182548.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the image shows visible signs of structural damage, such as cracks, debris, and possible"
hurricane_dataset/damage/-96.899902_28.761128999999997.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-96_segmented_20260603_182549.png,./outputs/hurricane_v1/images/masks/-96_mask_20260603_182549.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the building's roof is visibly torn and the walls are also showing signs of damage. The presence"
hurricane_dataset/no_damage/-95.23232_30.022759999999998.jpeg,no_damage,no_damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_182549.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_182549.png,"Based on the DINOv2's prediction of no_damage, it is likely that the segmented building in the image is intact. The model has analyzed the image and determined that there is no visible damage to the building"
hurricane_dataset/damage/-95.55846_29.766468.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_182549.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_182549.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the building's roof is visibly torn and the walls are also showing signs of damage. The presence"
hurricane_dataset/damage/-93.745571_30.081818.jpeg,damage,no_damage,./outputs/hurricane_v1/images/segmented/-93_segmented_20260603_182549.png,./outputs/hurricane_v1/images/masks/-93_mask_20260603_182549.png,"Based on the DINOv2's prediction of no_damage, it is likely that the segmented building in the image is intact. The model has analyzed the image and determined that there is no visible damage to the building"
hurricane_dataset/damage/-95.54634899999999_29.757617.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_182549.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_182549.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the building's roof is visibly torn and the walls are also showing signs of damage. The presence"
hurricane_dataset/damage/-95.616191_29.767603.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_182549.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_182549.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the building's roof is visibly torn and the walls are also showing signs of damage. The presence"
hurricane_dataset/no_damage/-95.313451_30.104078.jpeg,no_damage,damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_182550.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_182550.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the image shows visible signs of structural damage, such as cracks, debris, and possible"
hurricane_dataset/damage/-95.625785_29.771264000000002.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_182550.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_182550.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the image shows visible signs of structural damage, such as cracks, debris, and possible"
hurricane_dataset/no_damage/-95.27007900000001_29.605192.jpeg,no_damage,no_damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_182550.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_182550.png,"Based on the DINOv2's prediction of no_damage, it is likely that the segmented building in the image is intact. The model has analyzed the image and determined that there is no visible damage to the building"
hurricane_dataset/damage/-95.587703_29.766114.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_182550.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_182550.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the image shows visible signs of structural damage, such as cracks, debris, and possible"
hurricane_dataset/damage/-95.07212700000001_29.830222999999997.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_182550.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_182550.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the image shows visible signs of structural damage, such as cracks, debris, and possible"
hurricane_dataset/damage/-95.638161_29.839761.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_182551.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_182551.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the image shows visible signs of structural damage, such as cracks, deformations, and possible"
hurricane_dataset/damage/-95.670063_29.817221000000004.jpeg,damage,no_damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_182551.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_182551.png,"Based on the DINOv2's prediction of no_damage, it is likely that the segmented building in the image is intact. The model has analyzed the image and determined that there is no visible damage to the building"
hurricane_dataset/damage/-95.096183_29.845168.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_182551.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_182551.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the image shows visible signs of structural damage, such as cracks, deformations, and possible"
hurricane_dataset/damage/-95.63306999999999_29.852961999999998.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_182551.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_182551.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the image shows visible signs of structural damage, such as cracks, deformations, and possible"
hurricane_dataset/no_damage/-95.641642_29.860284999999998.jpeg,no_damage,no_damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_182551.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_182551.png,"Based on the DINOv2's prediction of no_damage, it is likely that the segmented building in the image is intact. The model has analyzed the image and determined that there is no visible damage to the building"
hurricane_dataset/damage/-95.67009200000001_29.81966.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_182551.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_182551.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the image shows visible signs of structural damage, such as cracks, deformations, and possible"
hurricane_dataset/damage/-95.240811_30.025740000000003.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_182711.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_182711.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the building's roof is visibly torn and the walls are also showing signs of damage. The presence"
hurricane_dataset/damage/-95.081949_30.015978999999998.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_182711.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_182711.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the building's roof is visibly torn and the walls are also showing signs of damage. The presence"
hurricane_dataset/damage/-95.637227_29.840562.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_182712.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_182712.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the image shows visible signs of structural damage, such as cracks, debris, and possible"
hurricane_dataset/no_damage/-96.951293_28.714531.jpeg,no_damage,damage,./outputs/hurricane_v1/images/segmented/-96_segmented_20260603_182712.png,./outputs/hurricane_v1/images/masks/-96_mask_20260603_182712.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the image shows a significant portion of the building's roof and walls missing or severely damaged,"
hurricane_dataset/damage/-96.993862_29.001657.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-96_segmented_20260603_182712.png,./outputs/hurricane_v1/images/masks/-96_mask_20260603_182712.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the image shows a significant portion of the building's roof and walls missing or severely damaged,"
hurricane_dataset/damage/-95.633274_29.846715000000003.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_182712.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_182712.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the image shows visible signs of structural damage, such as cracks, debris, and possible"
hurricane_dataset/damage/-95.626897_29.866383000000003.jpeg,damage,damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_182712.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_182712.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the image shows visible signs of structural damage, such as cracks, debris, and possible"
hurricane_dataset/no_damage/-95.64514_29.838216.jpeg,no_damage,damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_182712.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_182712.png,"Based on the DINOv2's prediction, the segmented building appears to be damaged. The reasoning behind this conclusion is that the image shows visible signs of structural damage, such as cracks, debris, and possible"
hurricane_dataset/no_damage/-95.629403_29.778208000000003.jpeg,no_damage,no_damage,./outputs/hurricane_v1/images/segmented/-95_segmented_20260603_182713.png,./outputs/hurricane_v1/images/masks/-95_mask_20260603_182713.png,"Based on the DINOv2's prediction of no_damage, it is likely that the segmented building in the image is intact. The model has analyzed the image and determined that there is no visible damage to the building"
